Passenger_ID,Flight_ID,Airline,Origin,Destination,Flight_Status,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,MembershipTier,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Distance_km,FlightDurationMinutes,DepartureDate,IsHoliday,Departure_Hour,Departure_Weekday,Departure_Month,Price,BaggageAllowance
P3743,F1571,Qantas,NRT,BKK,On-time,53,Female,Medium,Business,Business,Platinum,Desk,4.9,2.0,42,0,0,Middle,4648,348,2024-06-30,1,20,6,6,656.96,0
P3744,F344,Qantas,SIN,PVG,On-time,20,Female,Low,Family,Economy,None,Airport Kiosk,9.7,10.0,14,0,0,Middle,3805,285,2023-08-28,1,16,0,8,822.56,0
P3745,F1812,Japan Airlines,TPE,ICN,Delayed,21,Male,Medium,Leisure,Economy,Gold,Online,4.6,5.0,72,0,0,Window,1463,109,2024-10-24,0,5,3,10,286.83,0
P3746,F146,Malaysia Airlines,BKK,HKG,On-time,53,Female,High,Leisure,Economy,Platinum,Airport Kiosk,6.0,5.0,95,0,0,Middle,1689,126,2023-12-29,1,19,4,12,515.24,40
P3747,F1183,Malaysia Airlines,NRT,TPE,On-time,64,Female,High,Emergency,Economy,None,Mobile App,5.4,5.0,83,0,0,Middle,2181,163,2023-08-01,1,6,1,8,595.38,100
P3748,F1186,Malaysia Airlines,BKK,HKG,On-time,63,Female,Medium,Emergency,Economy,Gold,Mobile App,8.1,1.0,89,0,0,Aisle,1689,126,2025-01-14,0,0,1,1,906.6,20
P3749,F468,Qantas,NRT,BKK,On-time,42,Male,Medium,Emergency,Business,None,Online,4.6,5.0,55,0,1,Middle,4648,348,2023-10-01,0,21,6,10,489.64,20
P3750,F1563,Singapore Airlines,HKG,PVG,On-time,57,Male,High,Business,Premium Economy,Silver,Desk,4.5,9.0,38,0,0,Middle,1255,94,2024-01-13,0,4,5,1,500.02,0
P3751,F1153,Korean Air,KUL,HKG,On-time,46,Male,Low,Business,Economy,Gold,Mobile App,6.8,7.0,45,0,1,Aisle,2543,190,2023-10-21,0,8,5,10,574.9,20
P3752,F887,Qantas,KUL,HKG,On-time,45,Male,Low,Emergency,Economy,None,Desk,5.9,30.0,103,0,0,Middle,2543,190,2023-12-30,1,14,5,12,416.55,40
P3753,F1649,Qantas,BKK,HKG,On-time,64,Male,High,Business,Premium Economy,None,Airport Kiosk,4.4,4.0,107,0,0,Middle,1689,126,2024-04-06,0,10,5,4,528.18,20
P3754,F1463,Korean Air,NRT,BKK,Cancelled,37,Male,Medium,Family,Economy,Gold,Online,7.7,17.0,48,1,1,Window,4648,348,2025-02-02,1,2,6,2,750.46,20
P3755,F874,Korean Air,KUL,BKK,On-time,42,Male,High,Emergency,Economy,None,Airport Kiosk,4.2,10.0,2,0,0,Aisle,1220,91,2024-07-28,1,9,6,7,398.33,20
P3756,F154,Malaysia Airlines,BKK,KUL,On-time,66,Male,Medium,Emergency,Business,None,Desk,7.2,10.0,68,0,0,Window,1220,91,2024-05-20,0,5,0,5,438.76,40
P3757,F1679,Singapore Airlines,KUL,DEL,On-time,43,Female,High,Emergency,First,None,Online,6.1,7.0,95,0,0,Middle,3876,290,2025-03-24,0,21,0,3,699.88,40
P3758,F1428,Singapore Airlines,NRT,BKK,On-time,78,Male,Low,Emergency,Premium Economy,Silver,Mobile App,7.2,15.0,43,0,0,Aisle,4648,348,2024-03-03,0,9,6,3,549.92,80
P3759,F317,Singapore Airlines,NRT,BKK,On-time,43,Male,Medium,Family,Premium Economy,Silver,Airport Kiosk,4.4,4.0,38,1,1,Aisle,4648,348,2023-07-21,1,6,4,7,675.94,0
P3761,F44,Japan Airlines,NRT,BKK,On-time,75,Female,High,Emergency,Premium Economy,Gold,Online,7.7,4.0,92,1,0,Middle,4648,348,2024-07-19,1,9,4,7,321.02,0
P3763,F471,Malaysia Airlines,SYD,SYD,On-time,42,Male,Low,Business,Economy,Platinum,Online,8.1,6.0,9,0,0,Aisle,0,0,2024-09-29,0,2,6,9,508.42,20
P3764,F1086,Japan Airlines,BKK,KUL,On-time,57,Male,Medium,Leisure,Business,Silver,Airport Kiosk,6.1,2.0,12,0,0,Aisle,1220,91,2024-11-23,0,21,5,11,449.46,20
P3766,F884,Korean Air,TPE,ICN,On-time,67,Male,Medium,Leisure,Economy,None,Airport Kiosk,5.9,2.0,2,0,1,Middle,1463,109,2024-04-06,0,2,5,4,191.32,0
P3767,F1972,Malaysia Airlines,SYD,SYD,On-time,35,Male,Medium,Leisure,Premium Economy,Platinum,Airport Kiosk,6.1,8.0,71,0,0,Aisle,0,0,2023-04-27,0,4,3,4,580.19,40
P3768,F837,Japan Airlines,NRT,BKK,On-time,48,Female,Medium,Leisure,Business,None,Desk,8.3,4.0,97,0,1,Aisle,4648,348,2024-10-06,0,3,6,10,565.53,40
P3769,F1931,Japan Airlines,HKG,PVG,Delayed,53,Female,Medium,Business,Economy,None,Mobile App,7.3,5.0,87,1,0,Middle,1255,94,2023-07-17,1,14,0,7,538.98,20
P3770,F1949,Qantas,HKG,SIN,On-time,46,Male,Low,Leisure,Economy,None,Online,8.1,16.0,5,0,0,Aisle,2565,192,2024-12-04,0,2,2,12,691.95,40
P3771,F71,Qantas,ICN,BKK,On-time,41,Female,High,Leisure,Economy,None,Desk,5.4,24.0,0,0,0,Middle,3668,274,2023-06-16,1,5,4,6,530.24,20
P3772,F1562,Singapore Airlines,NRT,BKK,On-time,24,Male,Medium,Business,Economy,None,Airport Kiosk,6.7,1.0,24,0,0,Window,4648,348,2024-10-28,0,19,0,10,506.1,0
P3773,F1856,Japan Airlines,SIN,BKK,On-time,39,Female,High,Leisure,Premium Economy,Silver,Mobile App,5.4,4.0,31,0,0,Aisle,1416,106,2025-01-15,0,1,2,1,558.44,0
P3774,F349,Malaysia Airlines,NRT,HKG,On-time,65,Female,Medium,Leisure,Economy,Silver,Airport Kiosk,6.8,2.0,57,0,0,Aisle,2962,222,2024-04-07,0,21,6,4,300.51,0
P3775,F362,Singapore Airlines,KUL,HKG,On-time,71,Male,Medium,Emergency,Economy,Silver,Mobile App,6.0,7.0,99,0,0,Window,2543,190,2024-05-14,0,2,1,5,698.9,40
P3776,F656,Malaysia Airlines,SIN,KUL,On-time,29,Female,High,Business,First,Silver,Online,8.8,34.0,30,0,1,Middle,297,22,2025-03-10,0,14,0,3,518.44,40
P3777,F1053,Singapore Airlines,NRT,BKK,On-time,25,Male,Low,Emergency,First,Platinum,Desk,6.5,13.0,79,0,0,Window,4648,348,2023-06-18,1,17,6,6,748.62,20
P3778,F410,Qantas,ICN,HND,On-time,61,Female,Medium,Leisure,Economy,None,Online,8.7,1.0,40,0,1,Middle,1209,90,2025-03-17,0,7,0,3,576.38,20
P3779,F1038,Qantas,SYD,SIN,On-time,22,Female,Medium,Emergency,Economy,None,Mobile App,7.1,3.0,30,0,1,Middle,6293,472,2024-05-17,0,22,4,5,690.56,20
P3780,F435,Japan Airlines,SIN,BKK,Delayed,60,Male,High,Business,Economy,None,Desk,7.5,1.0,110,0,0,Middle,1416,106,2024-01-05,0,6,4,1,555.51,20
P3781,F1124,Korean Air,ICN,BKK,Delayed,31,Female,High,Leisure,Premium Economy,Platinum,Mobile App,6.1,1.0,71,0,0,Middle,3668,274,2023-10-02,0,1,0,10,566.28,20
P3782,F357,Malaysia Airlines,NRT,TPE,On-time,67,Male,Medium,Business,Economy,None,Online,5.4,7.0,20,0,0,Aisle,2181,163,2025-04-07,0,16,0,4,493.12,20
P3783,F1676,Korean Air,NRT,BKK,On-time,59,Male,Medium,Family,Economy,None,Mobile App,7.1,32.0,73,0,0,Middle,4648,348,2023-07-04,1,19,1,7,297.5,20
P3784,F43,Korean Air,SIN,TPE,On-time,78,Male,High,Business,Premium Economy,Silver,Mobile App,10.0,27.0,108,1,0,Aisle,3222,241,2024-06-14,1,12,4,6,539.47,0
P3785,F857,Singapore Airlines,KUL,DEL,On-time,56,Female,Medium,Family,Business,None,Desk,9.2,3.0,84,0,1,Window,3876,290,2024-07-03,1,3,2,7,604.9,20
P3786,F1740,Korean Air,SIN,TPE,Cancelled,61,Male,Medium,Business,Premium Economy,None,Online,5.9,20.0,4,0,0,Window,3222,241,2024-07-27,1,11,5,7,507.79,40
P3787,F1037,Japan Airlines,SIN,KUL,On-time,30,Female,High,Emergency,Economy,Silver,Mobile App,8.4,20.0,47,0,0,Window,297,22,2024-06-20,1,9,3,6,640.81,0
P3788,F1826,Singapore Airlines,KUL,TPE,On-time,77,Female,High,Family,Business,Platinum,Online,3.7,9.0,115,0,0,Window,3246,243,2025-03-29,0,1,5,3,509.49,0
P3789,F868,Korean Air,SIN,PVG,Delayed,37,Female,Medium,Leisure,Economy,None,Desk,7.3,9.0,93,0,0,Window,3805,285,2023-11-12,1,4,6,11,996.69,20
P3790,F957,Korean Air,NRT,ICN,Delayed,44,Female,Medium,Emergency,Economy,None,Mobile App,9.8,2.0,35,0,0,Window,1256,94,2023-12-04,0,0,0,12,331.94,20
P3791,F1414,Singapore Airlines,NRT,TPE,Delayed,22,Male,Medium,Business,Business,None,Mobile App,3.9,1.0,1,0,0,Window,2181,163,2024-06-29,1,6,5,6,298.78,0
P3792,F1119,Japan Airlines,HKG,BKK,On-time,47,Female,Low,Leisure,Economy,None,Online,5.6,3.0,48,0,0,Aisle,1689,126,2023-09-05,0,15,1,9,371.44,40
P3793,F1731,Japan Airlines,SIN,PVG,On-time,18,Male,Medium,Business,Economy,Silver,Online,6.8,7.0,57,0,0,Aisle,3805,285,2023-10-21,0,20,5,10,857.64,20
P3794,F1846,Qantas,SYD,SIN,On-time,64,Male,Medium,Leisure,Business,Platinum,Airport Kiosk,9.2,8.0,39,0,0,Window,6293,472,2024-11-16,0,20,5,11,707.22,0
P3795,F251,Singapore Airlines,SYD,SYD,On-time,47,Male,Low,Leisure,Premium Economy,Silver,Mobile App,6.7,13.0,77,0,1,Middle,0,0,2024-05-30,1,1,3,5,562.22,0
P3796,F796,Qantas,HKG,ICN,On-time,60,Female,Medium,Family,Economy,None,Desk,5.4,5.0,26,0,0,Aisle,2069,155,2023-12-18,1,12,0,12,783.34,0
P3797,F674,Malaysia Airlines,SYD,SIN,On-time,26,Female,Medium,Leisure,Economy,Gold,Airport Kiosk,5.8,24.0,85,0,0,Middle,6293,472,2024-08-03,1,0,5,8,528.97,0
P3798,F961,Korean Air,HKG,PVG,On-time,26,Female,Low,Family,Economy,Platinum,Mobile App,7.4,15.0,40,0,0,Middle,1255,94,2023-07-14,1,17,4,7,548.29,20
P3799,F724,Qantas,NRT,BKK,On-time,61,Male,High,Emergency,First,Silver,Airport Kiosk,6.9,7.0,114,0,0,Aisle,4648,348,2023-09-17,0,2,6,9,411.45,0
P3801,F1227,Korean Air,SYD,SYD,On-time,66,Male,Low,Family,Economy,None,Desk,8.3,3.0,28,0,0,Middle,0,0,2023-05-21,0,19,6,5,461.66,60
P3802,F1397,Japan Airlines,ICN,BKK,On-time,62,Male,Medium,Emergency,Economy,None,Online,9.8,14.0,72,0,0,Window,3668,274,2024-12-24,1,20,1,12,651.92,0
P3803,F424,Japan Airlines,SIN,HKG,Cancelled,56,Female,Medium,Emergency,Economy,None,Mobile App,6.7,13.0,82,0,1,Window,2565,192,2024-09-10,0,6,1,9,346.22,0
P3804,F495,Qantas,SIN,HKG,Cancelled,40,Male,High,Emergency,Premium Economy,Silver,Mobile App,5.9,33.0,102,0,0,Window,2565,192,2023-05-01,1,18,0,5,560.96,20
P3805,F2000,Singapore Airlines,HKG,SIN,On-time,28,Male,Medium,Emergency,Economy,Gold,Online,8.1,0.0,83,0,0,Aisle,2565,192,2025-02-06,1,9,3,2,542.22,20
P3806,F1360,Japan Airlines,BKK,KUL,On-time,31,Male,Low,Business,Economy,None,Airport Kiosk,6.9,36.0,25,0,1,Middle,1220,91,2024-11-14,0,14,3,11,551.86,0
P3807,F296,Singapore Airlines,BKK,TPE,On-time,25,Female,High,Emergency,First,Gold,Mobile App,9.2,31.0,99,0,0,Aisle,2489,186,2023-12-28,1,12,3,12,260.96,0
P3809,F416,Singapore Airlines,SYD,SYD,On-time,23,Female,Low,Emergency,Business,None,Mobile App,5.5,0.0,76,0,1,Middle,0,0,2024-01-31,1,10,2,1,925.34,40
P3810,F1713,Singapore Airlines,SIN,KUL,On-time,52,Female,Medium,Business,Economy,Silver,Mobile App,6.9,9.0,15,0,0,Aisle,297,22,2023-07-23,1,1,6,7,507.15,40
P3812,F1649,Singapore Airlines,SIN,BKK,Delayed,44,Female,Low,Emergency,Economy,Gold,Desk,7.6,3.0,28,0,0,Middle,1416,106,2024-12-23,1,17,0,12,373.53,0
P3813,F1367,Qantas,TPE,BKK,On-time,18,Female,Medium,Family,Premium Economy,Platinum,Desk,8.4,12.0,13,0,1,Aisle,2489,186,2023-07-29,1,9,5,7,539.91,0
P3814,F1172,Qantas,HKG,PVG,On-time,43,Male,Low,Business,Economy,None,Online,9.7,0.0,48,1,1,Middle,1255,94,2024-02-13,1,17,1,2,192.75,20
P3815,F1565,Singapore Airlines,HKG,PVG,On-time,68,Female,Medium,Business,Economy,None,Desk,4.6,6.0,113,0,0,Window,1255,94,2023-05-10,0,14,2,5,480.27,60
P3816,F987,Singapore Airlines,NRT,TPE,On-time,60,Male,Low,Family,Economy,None,Mobile App,5.3,18.0,104,0,0,Aisle,2181,163,2024-09-26,0,23,3,9,734.79,0
P3817,F285,Japan Airlines,KUL,TPE,On-time,21,Female,High,Family,Economy,None,Online,7.8,12.0,58,0,0,Middle,3246,243,2023-11-07,0,6,1,11,385.53,20
P3818,F1353,Korean Air,KUL,BKK,On-time,67,Male,High,Emergency,Economy,Gold,Mobile App,7.2,48.0,12,0,1,Aisle,1220,91,2024-02-11,1,17,6,2,620.49,60
P3820,F341,Qantas,NRT,BKK,On-time,24,Male,Low,Leisure,Economy,Platinum,Airport Kiosk,4.3,52.0,94,0,0,Aisle,4648,348,2024-04-27,0,11,5,4,286.03,20
P3821,F1067,Singapore Airlines,SYD,SYD,On-time,70,Male,Medium,Business,Economy,None,Desk,4.8,3.0,116,0,0,Middle,0,0,2024-05-04,0,5,5,5,575.66,0
P3823,F957,Qantas,NRT,BKK,On-time,48,Male,High,Leisure,Economy,Platinum,Mobile App,5.3,1.0,117,0,0,Aisle,4648,348,2023-11-22,0,17,2,11,400.81,20
P3825,F1682,Singapore Airlines,KUL,BKK,On-time,36,Female,Medium,Family,Premium Economy,Platinum,Online,6.2,1.0,110,0,0,Aisle,1220,91,2023-06-23,1,21,4,6,839.52,20
P3826,F924,Malaysia Airlines,ICN,PVG,On-time,52,Female,Low,Emergency,Premium Economy,None,Desk,7.8,1.0,115,0,0,Middle,822,61,2024-05-21,0,9,1,5,659.72,0
P3827,F1357,Qantas,TPE,BKK,Cancelled,74,Female,Medium,Leisure,Economy,None,Online,8.3,17.0,70,0,0,Window,2489,186,2023-05-01,1,23,0,5,538.22,20
P3828,F1064,Japan Airlines,NRT,ICN,On-time,64,Female,Low,Family,Business,None,Mobile App,5.0,14.0,69,0,0,Middle,1256,94,2024-07-15,1,8,0,7,419.6,40
P3829,F1201,Malaysia Airlines,HKG,BKK,On-time,27,Male,High,Business,Economy,None,Airport Kiosk,7.1,12.0,111,0,0,Aisle,1689,126,2024-09-27,0,11,4,9,695.92,0
P3830,F1739,Qantas,NRT,TPE,Delayed,68,Female,High,Family,Premium Economy,Silver,Mobile App,8.4,1.0,84,0,1,Window,2181,163,2024-12-13,0,17,4,12,726.54,20
P3831,F979,Japan Airlines,TPE,HKG,Delayed,59,Female,Low,Family,Business,None,Mobile App,7.2,17.0,51,0,0,Aisle,806,60,2024-06-05,1,15,2,6,796.0,0
P3832,F1209,Japan Airlines,SYD,SIN,Delayed,76,Female,Low,Business,Premium Economy,None,Online,7.5,16.0,30,1,0,Middle,6293,472,2025-03-24,0,23,0,3,319.88,0
P3833,F232,Japan Airlines,ICN,BKK,Cancelled,77,Male,Low,Family,Business,None,Airport Kiosk,4.7,6.0,34,0,0,Window,3668,274,2024-11-20,0,11,2,11,380.14,0
P3834,F423,Singapore Airlines,KUL,BKK,Delayed,75,Male,Medium,Business,Economy,None,Mobile App,6.8,6.0,116,0,0,Window,1220,91,2025-03-13,0,23,3,3,577.47,0
P3835,F1606,Malaysia Airlines,TPE,HKG,On-time,64,Male,Medium,Business,Economy,Silver,Online,8.2,9.0,95,0,0,Aisle,806,60,2025-02-20,1,12,3,2,750.87,0
P3836,F556,Qantas,TPE,ICN,On-time,51,Female,Medium,Leisure,Premium Economy,None,Online,6.0,12.0,54,0,1,Aisle,1463,109,2024-12-27,1,16,4,12,602.04,20
P3838,F602,Qantas,KUL,DEL,On-time,72,Female,Medium,Family,Premium Economy,Silver,Desk,5.9,4.0,4,0,0,Aisle,3876,290,2024-02-28,0,2,2,2,373.06,20
P3839,F663,Malaysia Airlines,BKK,HKG,On-time,37,Female,Medium,Family,Economy,Silver,Online,9.2,5.0,106,0,0,Window,1689,126,2024-02-14,1,10,2,2,618.87,60
P3840,F1682,Korean Air,BKK,HKG,On-time,65,Male,Medium,Business,Business,Silver,Online,8.8,4.0,87,0,0,Window,1689,126,2024-02-18,1,6,6,2,528.12,40
P3841,F469,Japan Airlines,NRT,BKK,On-time,34,Male,Medium,Leisure,Economy,None,Mobile App,7.7,4.0,114,0,0,Middle,4648,348,2023-10-16,0,0,0,10,490.64,40
P3842,F1754,Malaysia Airlines,BKK,TPE,On-time,46,Female,Medium,Business,Economy,None,Desk,6.1,2.0,65,0,0,Window,2489,186,2025-03-01,0,16,5,3,398.21,20
P3843,F193,Qantas,NRT,BKK,On-time,64,Male,Low,Business,Premium Economy,None,Mobile App,9.1,8.0,25,0,0,Window,4648,348,2025-04-01,0,16,1,4,741.86,20
P3844,F1007,Malaysia Airlines,SYD,SYD,On-time,20,Female,Low,Emergency,First,None,Desk,7.6,29.0,111,1,0,Aisle,0,0,2024-08-19,1,11,0,8,485.08,20
P3845,F982,Qantas,HKG,PVG,On-time,69,Female,Low,Emergency,Economy,Platinum,Desk,2.6,5.0,63,0,0,Aisle,1255,94,2023-10-06,0,20,4,10,450.94,0
P3846,F1656,Qantas,BKK,TPE,Delayed,28,Male,High,Family,Economy,Silver,Airport Kiosk,8.4,4.0,31,0,1,Middle,2489,186,2024-04-04,0,3,3,4,284.07,20
P3847,F1709,Malaysia Airlines,ICN,TPE,On-time,60,Male,Medium,Emergency,Economy,None,Airport Kiosk,6.9,11.0,39,0,0,Window,1463,109,2024-11-05,0,23,1,11,711.39,40
P3848,F961,Singapore Airlines,ICN,KUL,On-time,76,Male,Medium,Emergency,Premium Economy,None,Online,7.2,7.0,66,0,0,Aisle,4612,345,2023-11-03,0,1,4,11,283.74,0
P3849,F204,Korean Air,ICN,BKK,On-time,18,Male,High,Family,Economy,None,Online,5.5,23.0,110,0,0,Window,3668,274,2023-10-18,0,6,2,10,450.38,0
P3850,F124,Malaysia Airlines,ICN,BKK,On-time,50,Female,Medium,Leisure,Economy,Silver,Airport Kiosk,8.6,20.0,40,0,0,Aisle,3668,274,2025-02-19,1,21,2,2,467.66,0
P3851,F1656,Japan Airlines,BKK,KUL,On-time,65,Male,Low,Business,Economy,Gold,Online,7.1,3.0,80,0,0,Aisle,1220,91,2024-01-31,1,22,2,1,218.42,20
P3853,F1433,Malaysia Airlines,HKG,BKK,Delayed,36,Female,Medium,Emergency,Premium Economy,None,Online,7.3,27.0,119,0,0,Aisle,1689,126,2025-03-16,0,19,6,3,271.78,40
P3854,F340,Malaysia Airlines,HKG,PVG,On-time,46,Male,Low,Leisure,First,None,Desk,9.9,14.0,110,0,1,Middle,1255,94,2024-01-20,1,7,5,1,520.89,60
P3855,F1194,Korean Air,ICN,KUL,On-time,72,Male,High,Family,Economy,None,Airport Kiosk,9.9,7.0,109,0,0,Aisle,4612,345,2024-01-24,1,7,2,1,371.22,0
P3856,F1542,Singapore Airlines,HKG,PVG,On-time,68,Female,Medium,Family,Premium Economy,None,Online,6.8,20.0,82,0,1,Aisle,1255,94,2024-05-20,0,14,0,5,401.85,60
P3857,F1179,Japan Airlines,ICN,HND,On-time,59,Male,High,Family,Business,Silver,Desk,9.6,3.0,111,0,0,Middle,1209,90,2024-03-31,0,4,6,3,413.07,40
P3858,F1035,Japan Airlines,TPE,ICN,On-time,49,Male,Low,Emergency,Economy,Silver,Desk,5.1,36.0,29,0,0,Window,1463,109,2024-04-27,0,10,5,4,662.04,0
P3859,F53,Malaysia Airlines,HKG,BKK,Delayed,49,Female,Medium,Family,Economy,None,Airport Kiosk,5.9,12.0,68,0,0,Window,1689,126,2024-08-02,1,13,4,8,437.29,20
P3860,F1182,Malaysia Airlines,ICN,KUL,On-time,75,Male,Medium,Family,Business,None,Online,6.4,2.0,111,0,0,Middle,4612,345,2023-09-16,0,16,5,9,502.05,40
P3862,F236,Korean Air,BKK,KUL,On-time,51,Male,Medium,Emergency,Premium Economy,Silver,Desk,8.9,4.0,110,0,0,Window,1220,91,2023-09-05,0,6,1,9,541.92,20
P3863,F745,Korean Air,HKG,PVG,On-time,25,Male,Medium,Business,Premium Economy,Silver,Desk,8.5,6.0,111,0,1,Middle,1255,94,2025-03-04,0,3,1,3,434.43,40
P3865,F59,Korean Air,SIN,BKK,Delayed,68,Female,Medium,Emergency,Economy,None,Desk,7.8,2.0,3,0,0,Aisle,1416,106,2024-10-20,0,18,6,10,466.04,0
P3867,F249,Malaysia Airlines,BKK,TPE,Cancelled,39,Male,Medium,Family,Premium Economy,None,Desk,8.8,5.0,45,0,0,Window,2489,186,2024-09-26,0,20,3,9,661.06,20
P3868,F1766,Singapore Airlines,HKG,BKK,On-time,63,Male,Low,Family,First,None,Online,4.6,12.0,33,0,1,Middle,1689,126,2023-05-09,0,13,1,5,426.81,20
P3869,F1491,Japan Airlines,HKG,BKK,On-time,22,Female,Medium,Leisure,Business,Platinum,Airport Kiosk,6.3,8.0,31,0,1,Aisle,1689,126,2023-09-19,0,19,1,9,508.35,0
P3870,F1287,Qantas,BKK,KUL,On-time,76,Female,Medium,Family,Premium Economy,Gold,Airport Kiosk,7.2,8.0,48,0,0,Middle,1220,91,2025-04-04,0,9,4,4,391.62,80
P3871,F1660,Malaysia Airlines,ICN,KUL,On-time,63,Male,Medium,Leisure,Economy,None,Mobile App,8.0,15.0,86,0,1,Window,4612,345,2024-12-05,0,18,3,12,461.1,20
P3873,F993,Japan Airlines,KUL,TPE,On-time,51,Male,Medium,Emergency,Economy,None,Airport Kiosk,3.6,13.0,18,0,0,Middle,3246,243,2023-10-29,0,1,6,10,325.7,20
P3874,F1025,Japan Airlines,SYD,SYD,Delayed,34,Male,Low,Leisure,Economy,Platinum,Desk,5.4,5.0,40,0,1,Middle,0,0,2024-11-16,0,17,5,11,517.17,0
P3875,F1272,Japan Airlines,BKK,KUL,On-time,56,Male,High,Business,Premium Economy,None,Desk,6.6,47.0,88,0,0,Window,1220,91,2025-02-04,1,9,1,2,382.42,0
P3876,F1458,Malaysia Airlines,KUL,DEL,Delayed,39,Female,Medium,Emergency,Economy,None,Desk,5.8,11.0,3,0,0,Middle,3876,290,2024-09-21,0,11,5,9,471.26,0
P3877,F1980,Singapore Airlines,HKG,ICN,On-time,75,Male,Medium,Business,First,None,Airport Kiosk,8.7,1.0,77,0,0,Aisle,2069,155,2023-06-17,1,23,5,6,495.42,0
P3879,F1995,Qantas,TPE,HKG,On-time,54,Female,Medium,Leisure,Economy,None,Desk,7.8,4.0,106,0,0,Window,806,60,2025-03-10,0,8,0,3,423.99,20
P3880,F269,Qantas,TPE,ICN,On-time,59,Male,Medium,Leisure,Economy,None,Airport Kiosk,10.0,6.0,106,0,0,Window,1463,109,2023-12-15,0,8,4,12,362.5,0
P3881,F1588,Qantas,HKG,PVG,On-time,43,Male,Low,Family,Premium Economy,Silver,Online,4.9,2.0,64,0,0,Aisle,1255,94,2023-07-07,1,10,4,7,406.08,20
P3882,F1838,Malaysia Airlines,HKG,PVG,On-time,53,Male,Medium,Family,Economy,Gold,Desk,7.1,15.0,48,0,1,Middle,1255,94,2025-01-06,0,7,0,1,653.7,40
P3883,F312,Singapore Airlines,NRT,TPE,On-time,41,Female,Low,Leisure,First,Silver,Online,5.2,1.0,21,0,0,Aisle,2181,163,2023-05-17,0,2,2,5,480.92,40
P3884,F1287,Korean Air,ICN,HKG,On-time,46,Female,Medium,Family,First,Silver,Mobile App,6.0,6.0,19,0,0,Middle,2069,155,2024-01-23,1,0,1,1,259.5,40
P3885,F701,Korean Air,SIN,BKK,On-time,34,Male,High,Business,Premium Economy,Platinum,Airport Kiosk,7.2,12.0,20,0,1,Middle,1416,106,2023-05-13,0,2,5,5,271.86,0
P3886,F200,Japan Airlines,SYD,SIN,On-time,35,Female,High,Emergency,Economy,Silver,Airport Kiosk,8.3,14.0,0,0,0,Aisle,6293,472,2023-12-28,1,15,3,12,243.12,20
P3887,F1606,Japan Airlines,ICN,HND,On-time,60,Female,Low,Family,Business,Platinum,Desk,7.6,26.0,82,0,0,Middle,1209,90,2024-09-03,0,10,1,9,601.22,40
P3888,F1944,Korean Air,KUL,TPE,Delayed,76,Male,Medium,Leisure,Economy,None,Online,6.7,9.0,96,0,0,Middle,3246,243,2023-05-16,0,15,1,5,419.17,20
P3889,F1736,Singapore Airlines,HKG,BKK,On-time,63,Male,High,Emergency,Business,None,Mobile App,4.8,12.0,69,0,0,Window,1689,126,2024-01-25,1,11,3,1,452.29,40
P3890,F26,Korean Air,BKK,HKG,On-time,33,Female,Medium,Business,Business,None,Online,6.4,1.0,57,0,1,Window,1689,126,2023-07-15,1,17,5,7,269.53,0
P3891,F25,Japan Airlines,NRT,ICN,On-time,21,Male,Low,Emergency,Premium Economy,None,Airport Kiosk,3.6,15.0,85,0,0,Middle,1256,94,2024-04-23,0,9,1,4,468.48,20
P3892,F1419,Malaysia Airlines,SYD,SIN,Delayed,29,Male,Medium,Business,Economy,None,Online,5.1,9.0,43,0,0,Middle,6293,472,2024-08-31,1,6,5,8,682.68,0
P3893,F653,Japan Airlines,SYD,SIN,On-time,21,Male,Low,Business,Economy,Silver,Online,7.0,7.0,4,0,0,Window,6293,472,2023-07-15,1,19,5,7,719.06,0
P3895,F1849,Malaysia Airlines,SYD,SYD,On-time,61,Male,Low,Family,Business,None,Mobile App,5.9,4.0,92,0,0,Window,0,0,2024-01-03,0,0,2,1,537.38,20
P3896,F505,Japan Airlines,ICN,BKK,Cancelled,61,Male,Medium,Business,Business,None,Desk,5.0,3.0,11,0,0,Aisle,3668,274,2023-07-21,1,3,4,7,598.52,20
P3897,F833,Korean Air,SIN,BKK,On-time,63,Female,Low,Emergency,First,None,Online,8.1,12.0,14,0,0,Aisle,1416,106,2023-04-28,0,9,4,4,541.59,0
P3898,F1099,Singapore Airlines,HKG,PVG,Delayed,68,Female,High,Business,Economy,Silver,Mobile App,8.4,9.0,107,0,0,Window,1255,94,2023-10-28,0,22,5,10,375.57,0
P3899,F301,Japan Airlines,KUL,BKK,On-time,39,Male,High,Emergency,Premium Economy,Silver,Online,5.9,4.0,117,0,0,Middle,1220,91,2024-11-14,0,23,3,11,792.57,0
P3900,F198,Qantas,SIN,TPE,On-time,69,Male,Medium,Leisure,Economy,None,Online,5.0,4.0,2,0,0,Window,3222,241,2024-12-04,0,4,2,12,553.84,20
P3901,F134,Japan Airlines,SIN,HKG,Delayed,21,Male,High,Business,Premium Economy,Gold,Airport Kiosk,7.6,3.0,22,0,1,Window,2565,192,2023-07-15,1,19,5,7,418.74,20
P3902,F887,Korean Air,SIN,HKG,On-time,20,Male,Medium,Family,Business,None,Mobile App,4.8,15.0,81,0,1,Middle,2565,192,2025-02-22,0,23,5,2,451.04,0
